EID,Abstract,Year,Title
2-s2.0-85083914192,https://www.scopus.com/record/display.url?eid=2-s2.0-85083914192&origin=resultslist,2020,Using Zn Isotopic Signatures for Source Identification in a Contaminated Estuary of Southern China
2-s2.0-85114187582,https://www.scopus.com/record/display.url?eid=2-s2.0-85114187582&origin=resultslist,2022,"Battles of mobile payment networks: The impacts of network structures, technology complementarities and institutional mechanisms on consumer loyalty"
2-s2.0-85088636348,https://www.scopus.com/record/display.url?eid=2-s2.0-85088636348&origin=resultslist,2020,Controllable optical emission wavelength in all-inorganic halide perovskite alloy microplates grown by two-step chemical vapor deposition
2-s2.0-85117788154,https://www.scopus.com/record/display.url?eid=2-s2.0-85117788154&origin=resultslist,2021,Artificial intelligence meets traditional Chinese medicine: a bridge to opening the magic box of sphygmopalpation for pulse pattern recognition
2-s2.0-85125125890,https://www.scopus.com/record/display.url?eid=2-s2.0-85125125890&origin=resultslist,2022,Deep Elastic Strain Engineering of 2D Materials and Their Twisted Bilayers
2-s2.0-85086909647,https://www.scopus.com/record/display.url?eid=2-s2.0-85086909647&origin=resultslist,2021,Analysis of canine parvoviruses circulating in Australia reveals predominance of variant 2b and identifies feline parvovirus-like mutations in the capsid proteins
2-s2.0-85102267676,https://www.scopus.com/record/display.url?eid=2-s2.0-85102267676&origin=resultslist,2021,3-D-Printed Circularly Polarized Twisted-Ridge Horn Antenna
2-s2.0-85085530082,https://www.scopus.com/record/display.url?eid=2-s2.0-85085530082&origin=resultslist,2020,Domain knowledge based brain tumor segmentation and overall survival prediction
2-s2.0-85091431491,https://www.scopus.com/record/display.url?eid=2-s2.0-85091431491&origin=resultslist,2020,Three-type Fano interference controlled by the phase transition of Eu<sup>3+</sup>/Pr<sup>3+</sup>:YPO<sub>4</sub>
2-s2.0-85101387061,https://www.scopus.com/record/display.url?eid=2-s2.0-85101387061&origin=resultslist,2021,A Switching Method to Event-Triggered Output Feedback Control for Unmanned Aerial Vehicles over Cognitive Radio Networks
2-s2.0-85140353466,https://www.scopus.com/record/display.url?eid=2-s2.0-85140353466&origin=resultslist,2022,Phase and polarization modulation in two-dimensional In<sub>2</sub>Se<sub>3</sub> via in situ transmission electron microscopy
2-s2.0-85096526561,https://www.scopus.com/record/display.url?eid=2-s2.0-85096526561&origin=resultslist,2020,"The ISO standard for dialogue act annotation, second edition"
2-s2.0-85096823723,https://www.scopus.com/record/display.url?eid=2-s2.0-85096823723&origin=resultslist,2021,A Graph-Theoretic Equilibrium Analysis of Attacker-Defender Game on Consensus Dynamics under H2 Performance Metric
2-s2.0-85127850337,https://www.scopus.com/record/display.url?eid=2-s2.0-85127850337&origin=resultslist,2022,New metamaterial mathematical modeling of acoustic topological insulators via tunable underwater local resonance
2-s2.0-85119178807,https://www.scopus.com/record/display.url?eid=2-s2.0-85119178807&origin=resultslist,2022,Enhanced flow boiling in microchannels integrated with supercapillary pinfin fences
2-s2.0-85102859908,https://www.scopus.com/record/display.url?eid=2-s2.0-85102859908&origin=resultslist,2022,Research on computer vision enhancement in intelligent robot based on machine learning and deep learning
2-s2.0-85108424722,https://www.scopus.com/record/display.url?eid=2-s2.0-85108424722&origin=resultslist,2021,Bioinspired magnetically driven liquid manipulation as microrobot
2-s2.0-85132229859,https://www.scopus.com/record/display.url?eid=2-s2.0-85132229859&origin=resultslist,2022,Enhanced thermal conductivity for polydimethylsiloxane composites with core-shell CFs@SiC filler
2-s2.0-85146457209,https://www.scopus.com/record/display.url?eid=2-s2.0-85146457209&origin=resultslist,2023,Remote-Controlled Droplet Chains-Based Electricity Generators
2-s2.0-85082796217,https://www.scopus.com/record/display.url?eid=2-s2.0-85082796217&origin=resultslist,2020,Dense Alkyne Arrays of a Zr(IV) Metal-Organic Framework Absorb Co<sub>2</sub>(CO)<sub>8</sub> for Functionalization
2-s2.0-85116898318,https://www.scopus.com/record/display.url?eid=2-s2.0-85116898318&origin=resultslist,2021,On a local geometric property of the generalized elastic transmission eigenfunctions and application
2-s2.0-85090970926,https://www.scopus.com/record/display.url?eid=2-s2.0-85090970926&origin=resultslist,2020,Secure State Estimation with Byzantine Sensors: A Probabilistic Approach
2-s2.0-85089709218,https://www.scopus.com/record/display.url?eid=2-s2.0-85089709218&origin=resultslist,2020,Multiphase Photochemistry of Iron-Chloride Containing Particles as a Source of Aqueous Chlorine Radicals and Its Effect on Sulfate Production
2-s2.0-85091615195,https://www.scopus.com/record/display.url?eid=2-s2.0-85091615195&origin=resultslist,2021,Preliminary data-based matrix factorization approach for recommendation
2-s2.0-85129387733,https://www.scopus.com/record/display.url?eid=2-s2.0-85129387733&origin=resultslist,2022,Improving Stack Overflow question title generation with copying enhanced CodeBERT model and bi-modal information
2-s2.0-85080992422,https://www.scopus.com/record/display.url?eid=2-s2.0-85080992422&origin=resultslist,2020,Coupling of peridynamics with finite elements for brittle crack propagation problems
2-s2.0-85041686027,https://www.scopus.com/record/display.url?eid=2-s2.0-85041686027&origin=resultslist,2020,Finite-Time H∞ Controller Synthesis of T-S Fuzzy Systems
2-s2.0-85137149085,https://www.scopus.com/record/display.url?eid=2-s2.0-85137149085&origin=resultslist,2022,Learning Binarized Graph Representations with Multi-faceted Quantization Reinforcement for Top-K Recommendation
2-s2.0-85107963273,https://www.scopus.com/record/display.url?eid=2-s2.0-85107963273&origin=resultslist,2021,Hybrid Bayesian network-based landslide risk assessment method for modeling risk for industrial facilities subjected to landslides
2-s2.0-85116915501,https://www.scopus.com/record/display.url?eid=2-s2.0-85116915501&origin=resultslist,2021,Frequency Comb Distillation for Optical Superchannel Transmission
2-s2.0-85122882591,https://www.scopus.com/record/display.url?eid=2-s2.0-85122882591&origin=resultslist,2021,Leaky-mode long-period grating on a lithium-niobate-on-insulator waveguide
2-s2.0-85076932654,https://www.scopus.com/record/display.url?eid=2-s2.0-85076932654&origin=resultslist,2020,Structural evolutionary process and interrelation for FeSiBNbCuMo nanocrystalline alloy
2-s2.0-85141580850,https://www.scopus.com/record/display.url?eid=2-s2.0-85141580850&origin=resultslist,2022,Learning Semantic Associations for Mirror Detection
2-s2.0-85131545772,https://www.scopus.com/record/display.url?eid=2-s2.0-85131545772&origin=resultslist,2022,1D-2D nanohybrid-based textile strain sensor to boost multiscale deformative motion sensing performance
2-s2.0-85101761800,https://www.scopus.com/record/display.url?eid=2-s2.0-85101761800&origin=resultslist,2022,Weighted Error Entropy-Based Information Theoretic Learning for Robust Subspace Representation
2-s2.0-85145501230,https://www.scopus.com/record/display.url?eid=2-s2.0-85145501230&origin=resultslist,2023,The role of artificial intelligence in consumers’ brand preference for retail banks in Hong Kong
2-s2.0-85110856457,https://www.scopus.com/record/display.url?eid=2-s2.0-85110856457&origin=resultslist,2021,Visual-Tactile Cross-Modal Data Generation Using Residue-Fusion GAN with Feature-Matching and Perceptual Losses
2-s2.0-85109868007,https://www.scopus.com/record/display.url?eid=2-s2.0-85109868007&origin=resultslist,2021,"Circular anti-resonance fibre supporting orbital angular momentum modes with flat dispersion, high purity and low confinement loss"
2-s2.0-85122308899,https://www.scopus.com/record/display.url?eid=2-s2.0-85122308899&origin=resultslist,2022,Dense Dithiolene Units on Metal-Organic Frameworks for Mercury Removal and Superprotonic Conduction
2-s2.0-85084338310,https://www.scopus.com/record/display.url?eid=2-s2.0-85084338310&origin=resultslist,2020,Wideband Substrate Integrated Waveguide Fed Open Slot Antenna Array
2-s2.0-85079115709,https://www.scopus.com/record/display.url?eid=2-s2.0-85079115709&origin=resultslist,2020,Functional magnetic resonance imaging of enhanced central auditory gain and electrophysiological correlates in a behavioral model of hyperacusis
2-s2.0-85132433504,https://www.scopus.com/record/display.url?eid=2-s2.0-85132433504&origin=resultslist,2022,BDSS: Blockchain-based Data Sharing Scheme With Fine-grained Access Control And Permission Revocation In Medical Environment
2-s2.0-85142060663,https://www.scopus.com/record/display.url?eid=2-s2.0-85142060663&origin=resultslist,2023,PbI<sub>2</sub>-DMSO Assisted In Situ Growth of Perovskite Wafers for Sensitive Direct X-Ray Detection
2-s2.0-85099185879,https://www.scopus.com/record/display.url?eid=2-s2.0-85099185879&origin=resultslist,2020,BiLO-CPDP: Bi-Level Programming for Automated Model Discovery in Cross-Project Defect Prediction
2-s2.0-85092701851,https://www.scopus.com/record/display.url?eid=2-s2.0-85092701851&origin=resultslist,2020,Classification of runners’ performance levels with concurrent prediction of biomechanical parameters using data from inertial measurement units
2-s2.0-85136074125,https://www.scopus.com/record/display.url?eid=2-s2.0-85136074125&origin=resultslist,2022,"Artificial Intelligence-Assisted Bioinformatics, Microneedle, and Diabetic Wound Healing: A ""New Deal"" of an Old Drug"
2-s2.0-85106173704,https://www.scopus.com/record/display.url?eid=2-s2.0-85106173704&origin=resultslist,2021,Bioorthogonal control of the phosphorescence and singlet oxygen photosensitisation properties of iridium(iii) tetrazine complexes
2-s2.0-85139593750,https://www.scopus.com/record/display.url?eid=2-s2.0-85139593750&origin=resultslist,2022,Bending fatigue life enhancement of NiTi alloy by pre-strain warm surface mechanical attrition treatment
2-s2.0-85105428387,https://www.scopus.com/record/display.url?eid=2-s2.0-85105428387&origin=resultslist,2021,Flight time prediction for fuel loading decisions with a deep learning approach
2-s2.0-85096033298,https://www.scopus.com/record/display.url?eid=2-s2.0-85096033298&origin=resultslist,2020,Managing change with the support of smart technology: A field investigation of ride-hailing services
2-s2.0-85120452847,https://www.scopus.com/record/display.url?eid=2-s2.0-85120452847&origin=resultslist,2022,A single carbazole based chemosensor for multiple targets: Sensing of Fe<sup>3+</sup> and arginine by fluorimetry and its applications
2-s2.0-85105599598,https://www.scopus.com/record/display.url?eid=2-s2.0-85105599598&origin=resultslist,2021,"Microstructure, grain growth behavior and mechanical properties of W-CoCuFeNi tungsten heavy alloys prepared by infiltration"
2-s2.0-85103323806,https://www.scopus.com/record/display.url?eid=2-s2.0-85103323806&origin=resultslist,2021,An atlas of the binding specificities of transcription factors in pseudomonas aeruginosa directs prediction of novel regulators in virulence
2-s2.0-85091611252,https://www.scopus.com/record/display.url?eid=2-s2.0-85091611252&origin=resultslist,2021,New insights into phosphorescence properties of LuAGG: Long afterglow phosphor-in-glass for optical data storage
2-s2.0-85141805976,https://www.scopus.com/record/display.url?eid=2-s2.0-85141805976&origin=resultslist,2022,Bringing Old Films Back to Life
2-s2.0-85114402267,https://www.scopus.com/record/display.url?eid=2-s2.0-85114402267&origin=resultslist,2021,Highly Selective Self-Powered Organic-Inorganic Hybrid Heterojunction of a Halide Perovskite and InGaZnO NO<sub>2</sub>Sensor
2-s2.0-85136556031,https://www.scopus.com/record/display.url?eid=2-s2.0-85136556031&origin=resultslist,2022,Achieving ultra-stable and superior electricity generation by integrating transistor-like design with lubricant armor
2-s2.0-85076249570,https://www.scopus.com/record/display.url?eid=2-s2.0-85076249570&origin=resultslist,2020,Source apportionment of secondary organic aerosols in the Pearl River Delta region: Contribution from the oxidation of semi-volatile and intermediate volatility primary organic aerosols
2-s2.0-85151243557,https://www.scopus.com/record/display.url?eid=2-s2.0-85151243557&origin=resultslist,2023,Solid Interhalogen Compounds with Effective Br<sup>0</sup> Fixing for Stable High-energy Zinc Batteries
2-s2.0-85081135586,https://www.scopus.com/record/display.url?eid=2-s2.0-85081135586&origin=resultslist,2020,RBC membrane camouflaged boron nitride nanospheres for enhanced biocompatible performance
2-s2.0-85099887097,https://www.scopus.com/record/display.url?eid=2-s2.0-85099887097&origin=resultslist,2021,Current Harmonic Suppression for Permanent-Magnet Synchronous Motor Based on Chebyshev Filter and PI Controller
2-s2.0-85111052399,https://www.scopus.com/record/display.url?eid=2-s2.0-85111052399&origin=resultslist,2021,Spatial-scale dependent risk factors of heat-related mortality: A multiscale geographically weighted regression analysis
2-s2.0-85119867522,https://www.scopus.com/record/display.url?eid=2-s2.0-85119867522&origin=resultslist,2021,Predicting the hosts of prokaryotic viruses using GCN-based semi-supervised learning
2-s2.0-85077755599,https://www.scopus.com/record/display.url?eid=2-s2.0-85077755599&origin=resultslist,2020,Elasticity M-tensors and the strong ellipticity condition
2-s2.0-85102643108,https://www.scopus.com/record/display.url?eid=2-s2.0-85102643108&origin=resultslist,2021,Evolutionary Deep Fusion Method and its Application in Chemical Structure Recognition
2-s2.0-85106326400,https://www.scopus.com/record/display.url?eid=2-s2.0-85106326400&origin=resultslist,2021,A Bayesian methodology for detection of railway ballast damage using the modified Ludwik nonlinear model
2-s2.0-85094222363,https://www.scopus.com/record/display.url?eid=2-s2.0-85094222363&origin=resultslist,2020,Chromosomal and Plasmid-Borne Tigecycline Resistance Genes tet(X3) and tet(X4) in Dairy Cows on a Chinese Farm
2-s2.0-85095826943,https://www.scopus.com/record/display.url?eid=2-s2.0-85095826943&origin=resultslist,2020,Free Vibrations of Functionally Graded Graphene-Reinforced Composite Blades with Varying Cross-Sections
2-s2.0-85081351076,https://www.scopus.com/record/display.url?eid=2-s2.0-85081351076&origin=resultslist,2020,Dual-Band Branch-Line Couplers with Short/Open-Ended Stubs
2-s2.0-85079688393,https://www.scopus.com/record/display.url?eid=2-s2.0-85079688393&origin=resultslist,2020,Removal of hexabromocyclododecane by carboxymethyl cellulose stabilized Fe and Ni/Fe bimetallic nanoparticles: The particle stability and reactivity in water
2-s2.0-85121507332,https://www.scopus.com/record/display.url?eid=2-s2.0-85121507332&origin=resultslist,2023,Wet-chemical synthesis and applications of amorphous metal-containing nanomaterials
2-s2.0-85104036441,https://www.scopus.com/record/display.url?eid=2-s2.0-85104036441&origin=resultslist,2021,"Light-Driven Carbon-Based Soft Materials: Principle, Robotization, and Application"
2-s2.0-85089289535,https://www.scopus.com/record/display.url?eid=2-s2.0-85089289535&origin=resultslist,2020,Security Analysis of Cryptocurrency Wallets in Android-Based Applications
2-s2.0-85102589834,https://www.scopus.com/record/display.url?eid=2-s2.0-85102589834&origin=resultslist,2021,From Context Collapse to “Safe Spaces”: Selective Avoidance through Tie Dissolution on Social Media
2-s2.0-85079673979,https://www.scopus.com/record/display.url?eid=2-s2.0-85079673979&origin=resultslist,2020,Collaborative Content Placement among Wireless Edge Caching Stations with Time-to-Live Cache
2-s2.0-85084540360,https://www.scopus.com/record/display.url?eid=2-s2.0-85084540360&origin=resultslist,2020,"A comparative analysis of online, offline, and integrated counseling among hidden youth in Hong Kong"
2-s2.0-85134763847,https://www.scopus.com/record/display.url?eid=2-s2.0-85134763847&origin=resultslist,2022,Competition between continuous and discontinuous precipitation in L1<sub>2</sub>-strengthened high-entropy alloys
2-s2.0-85097054632,https://www.scopus.com/record/display.url?eid=2-s2.0-85097054632&origin=resultslist,2021,Complete Prevention of Contact Electrification by Molecular Engineering
2-s2.0-85122066605,https://www.scopus.com/record/display.url?eid=2-s2.0-85122066605&origin=resultslist,2022,Core social network size is associated with physical activity participation for fitness app users: The role of social comparison and social support
2-s2.0-85078490586,https://www.scopus.com/record/display.url?eid=2-s2.0-85078490586&origin=resultslist,2020,Challenges in Task Incremental Learning for Assistive Robotics
2-s2.0-85087481303,https://www.scopus.com/record/display.url?eid=2-s2.0-85087481303&origin=resultslist,2020,A tiger with wings: CEO–board surname ties and agency costs
2-s2.0-85075923554,https://www.scopus.com/record/display.url?eid=2-s2.0-85075923554&origin=resultslist,2020,Effect of external magnetic field on the microstructure and strength of laser-welded aluminum to titanium
2-s2.0-85083559358,https://www.scopus.com/record/display.url?eid=2-s2.0-85083559358&origin=resultslist,2020,Experimental investigation in the pressure drop characteristics of supercritical carbon dioxide in the uniformly heated horizontal miniature tubes
2-s2.0-85044326863,https://www.scopus.com/record/display.url?eid=2-s2.0-85044326863&origin=resultslist,2021,A Distributed Truthful Auction Mechanism for Task Allocation in Mobile Cloud Computing
2-s2.0-85087994138,https://www.scopus.com/record/display.url?eid=2-s2.0-85087994138&origin=resultslist,2020,Interorganizational Diffusion of Prefabricated Construction Technology: Two-Stage Evolution Framework
2-s2.0-85089586921,https://www.scopus.com/record/display.url?eid=2-s2.0-85089586921&origin=resultslist,2020,A Framework for Understanding the Institutional Arrangements of Urban Village Redevelopment Projects in China
2-s2.0-85101482006,https://www.scopus.com/record/display.url?eid=2-s2.0-85101482006&origin=resultslist,2022,"Delay Robustness of PID Control of Second-Order Systems: Pseudoconcavity, Exact Delay Margin, and Performance Tradeoff"
2-s2.0-85130904949,https://www.scopus.com/record/display.url?eid=2-s2.0-85130904949&origin=resultslist,2022,Atomistic prediction on the degradation of vinylester-based composite under chloride and elevated temperature
2-s2.0-85115152655,https://www.scopus.com/record/display.url?eid=2-s2.0-85115152655&origin=resultslist,2022,The Automatic Rail Surface Multi-Flaw Identification Based on a Deep Learning Powered Framework
2-s2.0-85152238095,https://www.scopus.com/record/display.url?eid=2-s2.0-85152238095&origin=resultslist,2023,A physically-based constitutive model for a novel heat resistant martensitic steel under different cyclic loading modes: Microstructural strengthening mechanisms
2-s2.0-85106940728,https://www.scopus.com/record/display.url?eid=2-s2.0-85106940728&origin=resultslist,2021,Second phase effect on corrosion of nanostructured Mg-Zn-Ca dual-phase metallic glasses
2-s2.0-85130063849,https://www.scopus.com/record/display.url?eid=2-s2.0-85130063849&origin=resultslist,2022,Asset Pricing with Fading Memory
2-s2.0-85101794441,https://www.scopus.com/record/display.url?eid=2-s2.0-85101794441&origin=resultslist,2020,Semantic role labeling guided multi-turn dialogue rewriter
2-s2.0-85101213891,https://www.scopus.com/record/display.url?eid=2-s2.0-85101213891&origin=resultslist,2021,Three-dimensional (3D) hydrogel serves as a platform to identify potential markers of chondrocyte dedifferentiation by combining RNA sequencing
2-s2.0-85107464369,https://www.scopus.com/record/display.url?eid=2-s2.0-85107464369&origin=resultslist,2021,DBAN: Adversarial Network with Multi-Scale Features for Cardiac MRI Segmentation
2-s2.0-85100992088,https://www.scopus.com/record/display.url?eid=2-s2.0-85100992088&origin=resultslist,2021,Perspective on emerging views on microscopic origin of relaxor behavior
2-s2.0-85112837362,https://www.scopus.com/record/display.url?eid=2-s2.0-85112837362&origin=resultslist,2022,Disconnection-mediated migration of interfaces in microstructures: I. continuum model
2-s2.0-85124184340,https://www.scopus.com/record/display.url?eid=2-s2.0-85124184340&origin=resultslist,2022,Sign Language Recognition Based on R(2+1)D with Spatial-Temporal-Channel Attention
2-s2.0-85092755587,https://www.scopus.com/record/display.url?eid=2-s2.0-85092755587&origin=resultslist,2021,Effective decoupling of seebeck coefficient and the electrical conductivity through isovalent substitution of erbium in bismuth selenide thermoelectric material
2-s2.0-85102279608,https://www.scopus.com/record/display.url?eid=2-s2.0-85102279608&origin=resultslist,2021,Starfish Inspired Milli Soft Robot with Omnidirectional Adaptive Locomotion Ability
2-s2.0-85105368687,https://www.scopus.com/record/display.url?eid=2-s2.0-85105368687&origin=resultslist,2021,Predatory Conferences: What Are the Signs?
2-s2.0-85140021690,https://www.scopus.com/record/display.url?eid=2-s2.0-85140021690&origin=resultslist,2023,"Small-molecule fluorescent probes for plasma membrane staining: Design, mechanisms and biological applications"
2-s2.0-85083375751,https://www.scopus.com/record/display.url?eid=2-s2.0-85083375751&origin=resultslist,2020,Trust and local bias
2-s2.0-85118876283,https://www.scopus.com/record/display.url?eid=2-s2.0-85118876283&origin=resultslist,2022,High-resolution photoacoustic microscopy with deep penetration through learning
2-s2.0-85097741841,https://www.scopus.com/record/display.url?eid=2-s2.0-85097741841&origin=resultslist,2021,Data-driven determination of sample number and efficient sampling locations for geotechnical site investigation of a cross-section using Voronoi diagram and Bayesian compressive sampling
2-s2.0-85080857366,https://www.scopus.com/record/display.url?eid=2-s2.0-85080857366&origin=resultslist,2020,Analysis of surface polariton resonance for nanoparticles in elastic system
2-s2.0-85145169462,https://www.scopus.com/record/display.url?eid=2-s2.0-85145169462&origin=resultslist,2023,Binder-free cupric-ion containing zinc sulfide nanoplates-like structure for flexible energy storage devices
2-s2.0-85076586900,https://www.scopus.com/record/display.url?eid=2-s2.0-85076586900&origin=resultslist,2020,Ownership identity and corporate donations: evidence from a natural experiment in China
2-s2.0-85144090036,https://www.scopus.com/record/display.url?eid=2-s2.0-85144090036&origin=resultslist,2023,Navajoite phase V<sub>5</sub>O<sub>12</sub>•6H<sub>2</sub>O nanorods with ultra−long lifespan for aqueous zinc−ion batteries
2-s2.0-85135528403,https://www.scopus.com/record/display.url?eid=2-s2.0-85135528403&origin=resultslist,2022,Effect of growth duration of Zn<sub>0.76</sub>Co<sub>0.24</sub>S interconnected nanosheets for high-performance flexible energy storage electrode materials
2-s2.0-85142496676,https://www.scopus.com/record/display.url?eid=2-s2.0-85142496676&origin=resultslist,2023,MOF derived 2D-flake-like structured Mn<sub>3</sub>Co<sub>3</sub>O<sub>4</sub> integrated acid functionalized MWCNT for electrochemical detection of antibiotic furazolidone in biological fluids
2-s2.0-85108025688,https://www.scopus.com/record/display.url?eid=2-s2.0-85108025688&origin=resultslist,2021,Explicit Filterbank Learning for Neural Image Style Transfer and Image Processing
2-s2.0-85099541621,https://www.scopus.com/record/display.url?eid=2-s2.0-85099541621&origin=resultslist,2022,Ropenpose: A rapider openpose model for astronaut operation attitude detection
2-s2.0-85122644168,https://www.scopus.com/record/display.url?eid=2-s2.0-85122644168&origin=resultslist,2022,Titanium nanoparticle anchored functionalized MWCNTs for electrochemical detection of ractopamine in porcine samples with ultrahigh sensitivity
2-s2.0-85129841620,https://www.scopus.com/record/display.url?eid=2-s2.0-85129841620&origin=resultslist,2022,Dynamic Cryptography through Plasmon-Enhanced Fluorescence Blinking
2-s2.0-85112770205,https://www.scopus.com/record/display.url?eid=2-s2.0-85112770205&origin=resultslist,2021,"Impact of bedding plane direction and type of plastic microparticles on stiffness of inherently anisotropic gap-graded soils: Index, wave propagation and micromechanical-based interpretations"
2-s2.0-85100659831,https://www.scopus.com/record/display.url?eid=2-s2.0-85100659831&origin=resultslist,2021,Titania-zinc phosphate/nanocrystalline zinc composite coatings for corrosion protection of biomedical WE43 magnesium alloy
2-s2.0-85097301506,https://www.scopus.com/record/display.url?eid=2-s2.0-85097301506&origin=resultslist,2020,Instantaneous microwave frequency measurement using few-mode fiber-based microwave photonic filters
2-s2.0-85099951068,https://www.scopus.com/record/display.url?eid=2-s2.0-85099951068&origin=resultslist,2021,Statistical Interpolation of Spatially Varying but Sparsely Measured 3D Geo-Data Using Compressive Sensing and Variational Bayesian Inference
2-s2.0-85105436117,https://www.scopus.com/record/display.url?eid=2-s2.0-85105436117&origin=resultslist,2022,A Decade of Sentic Computing: Topic Modeling and Bibliometric Analysis
2-s2.0-85110734595,https://www.scopus.com/record/display.url?eid=2-s2.0-85110734595&origin=resultslist,2021,Toward Unusual-High Hole Mobility of p-Channel Field-Effect-Transistors
2-s2.0-85125116910,https://www.scopus.com/record/display.url?eid=2-s2.0-85125116910&origin=resultslist,2022,"Fabrication of Bimetallic Cu-Ag Nanoparticle-Decorated Poly(cyclotriphosphazene-co-4,4′-sulfonyldiphenol) and Its Enhanced Catalytic Activity for the Reduction of 4-Nitrophenol"
2-s2.0-85097462980,https://www.scopus.com/record/display.url?eid=2-s2.0-85097462980&origin=resultslist,2021,A Gaussian Process-Based emulator for modeling pedestrian-level wind field
2-s2.0-85087837133,https://www.scopus.com/record/display.url?eid=2-s2.0-85087837133&origin=resultslist,2020,A Dual-Band Outphasing Power Amplifier Based on Noncommensurate Transmission Line Concept
2-s2.0-85079357034,https://www.scopus.com/record/display.url?eid=2-s2.0-85079357034&origin=resultslist,2020,Mechanochemical changes on cyclometalated Ir(III) acyclic carbene complexes-design and tuning of luminescent mechanochromic transition metal complexes
2-s2.0-85118588398,https://www.scopus.com/record/display.url?eid=2-s2.0-85118588398&origin=resultslist,2022,Observations of wind and turbulence structures of Super Typhoons Hato and Mangkhut over land from a 356 m high meteorological tower
2-s2.0-85125360606,https://www.scopus.com/record/display.url?eid=2-s2.0-85125360606&origin=resultslist,2022,Experimental evaluation of ecological principles to understand and modulate the outcome of bacterial strain competition in gut microbiomes
2-s2.0-85086652093,https://www.scopus.com/record/display.url?eid=2-s2.0-85086652093&origin=resultslist,2020,Probiotic modulation of perfluorobutanesulfonate toxicity in zebrafish: Disturbances in retinoid metabolism and visual physiology
2-s2.0-85111985289,https://www.scopus.com/record/display.url?eid=2-s2.0-85111985289&origin=resultslist,2020,EOSFuzzer: Fuzzing EOSIO Smart Contracts for Vulnerability Detection
2-s2.0-85125723226,https://www.scopus.com/record/display.url?eid=2-s2.0-85125723226&origin=resultslist,2022,A self-powered intelligent glove for real-time human-machine gesture interaction based on piezoelectric effect of T-ZnO/PVDF film
2-s2.0-85091788748,https://www.scopus.com/record/display.url?eid=2-s2.0-85091788748&origin=resultslist,2020,A compendium of DNA-binding specificities of transcription factors in Pseudomonas syringae
2-s2.0-85118891398,https://www.scopus.com/record/display.url?eid=2-s2.0-85118891398&origin=resultslist,2022,Ultra-small-angle neutron scattering study on temperature-dependent precipitate evolution in CoCrFeNiMo<sub>0.3</sub> high entropy alloy
2-s2.0-85147996826,https://www.scopus.com/record/display.url?eid=2-s2.0-85147996826&origin=resultslist,2023,Resilience assessment methodology of natural gas network system under random leakage
2-s2.0-85074017281,https://www.scopus.com/record/display.url?eid=2-s2.0-85074017281&origin=resultslist,2021,International students’ negotiation of identities during transnational studies in Hong Kong: the role of language
2-s2.0-85119271600,https://www.scopus.com/record/display.url?eid=2-s2.0-85119271600&origin=resultslist,2021,Mammalian face as an evolutionary novelty
2-s2.0-85139820594,https://www.scopus.com/record/display.url?eid=2-s2.0-85139820594&origin=resultslist,2023,Unsupervised Domain Adaptation via Deep Conditional Adaptation Network
2-s2.0-85132783415,https://www.scopus.com/record/display.url?eid=2-s2.0-85132783415&origin=resultslist,2022,Generalized MBI Algorithm for Designing Sequence Set and Mismatched Filter Bank With Ambiguity Function Constraints
2-s2.0-85117436509,https://www.scopus.com/record/display.url?eid=2-s2.0-85117436509&origin=resultslist,2022,Proportional hesitant 2-tuple linguistic distance measurements and extended VIKOR method: Case study of evaluation and selection of green airport plans
2-s2.0-85092724403,https://www.scopus.com/record/display.url?eid=2-s2.0-85092724403&origin=resultslist,2021,Heat shock protein is a key therapeutic target for nerve repair in autoimmune peripheral neuropathy and severe peripheral nerve injury
2-s2.0-85100381309,https://www.scopus.com/record/display.url?eid=2-s2.0-85100381309&origin=resultslist,2021,Graph-Based Feature-Preserving Mesh Normal Filtering
2-s2.0-85116097795,https://www.scopus.com/record/display.url?eid=2-s2.0-85116097795&origin=resultslist,2022,Metal coordination induced SERS nanoprobe for sensitive and selective detection of histamine in serum
2-s2.0-85073954248,https://www.scopus.com/record/display.url?eid=2-s2.0-85073954248&origin=resultslist,2020,A new experimental apparatus for sudden unloading of gas-bearing coal
2-s2.0-85117145848,https://www.scopus.com/record/display.url?eid=2-s2.0-85117145848&origin=resultslist,2022,Group-Sparsity Learning Approach for Bearing Fault Diagnosis
2-s2.0-85090177132,https://www.scopus.com/record/display.url?eid=2-s2.0-85090177132&origin=resultslist,2020,Direct Visualization and Quantification of Maternal Transfer of Silver Nanoparticles in Zooplankton
2-s2.0-85099565687,https://www.scopus.com/record/display.url?eid=2-s2.0-85099565687&origin=resultslist,2022,Fast 3D Indoor Scene Synthesis by Learning Spatial Relation Priors of Objects
2-s2.0-85103892766,https://www.scopus.com/record/display.url?eid=2-s2.0-85103892766&origin=resultslist,2021,Millimeter-Wave High-Gain Magneto-Electric Dipole Antenna Array with Pillbox Corporate Feed Network
2-s2.0-85152526434,https://www.scopus.com/record/display.url?eid=2-s2.0-85152526434&origin=resultslist,2023,Manipulating Local Lattice Distortion for Spectrally Stable and Efficient Mixed-halide Blue Perovskite LEDs
2-s2.0-85085539691,https://www.scopus.com/record/display.url?eid=2-s2.0-85085539691&origin=resultslist,2020,"Growth study under combined effects of temperature, pH and salinity and transcriptome analysis revealed adaptations of Aspergillus terreus NTOU4989 to the extreme conditions at Kueishan Island Hydrothermal Vent Field, Taiwan"
