Cited Article Title,Cited Article EID,Cited Article Link,Miscited Article Title,Miscited Article EID,Miscited Article Link,Citing Article Title,Citing Article EID,Citing Article Link
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Disorder unlocks the strength-toughness trade-off in metamaterials,2-s2.0-85214945212,https://www.scopus.com/record/display.url?eid=2-s2.0-85214945212&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Achieving strength ductility synergy of multiple hetero-structured Fe–24Mn–10Al–1C duplex lightweight steel,2-s2.0-85211158634,https://www.scopus.com/record/display.url?eid=2-s2.0-85211158634&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Current trends and future prospects of electrodeposition technology for the preparation of heterogeneous structural materials,2-s2.0-85212402740,https://www.scopus.com/record/display.url?eid=2-s2.0-85212402740&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Achieving strength-ductility synergy of ODS-FeCrAl alloys via heterostructured strategy,2-s2.0-85209080129,https://www.scopus.com/record/display.url?eid=2-s2.0-85209080129&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Investigation on fatigue performance and residual stress release mechanism of split sleeve cold expansion holes of heterogeneous 7050-T7451 aluminum alloy,2-s2.0-85203409744,https://www.scopus.com/record/display.url?eid=2-s2.0-85203409744&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Enhancing the room-temperature plasticity of magnesium alloys: Mechanisms and strategies,2-s2.0-85212401920,https://www.scopus.com/record/display.url?eid=2-s2.0-85212401920&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Strength-ductility mechanism of combined heterostructured CoCrFeMnNi high-entropy alloy prepared by laser heat-treatment process,2-s2.0-85205286989,https://www.scopus.com/record/display.url?eid=2-s2.0-85205286989&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Exceptional strength and ductility in heterogeneous multi-gradient TiAl alloys through additive manufacturing,2-s2.0-85204081269,https://www.scopus.com/record/display.url?eid=2-s2.0-85204081269&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Cryogenic strength-ductility mechanism of heterostructured CoCrFeMnNi high-entropy alloy,2-s2.0-85208675130,https://www.scopus.com/record/display.url?eid=2-s2.0-85208675130&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Evolution of microstructure and mechanical properties along the thickness direction of 500 MPa HSLA steel heavy plates,2-s2.0-85201074810,https://www.scopus.com/record/display.url?eid=2-s2.0-85201074810&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Molecular dynamics investigation of rotation-assisted grinding process for GaN with layered heterostructure of the Wurtzite/Zinc-blende,2-s2.0-85204246950,https://www.scopus.com/record/display.url?eid=2-s2.0-85204246950&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Achieving back-stress strengthening at high temperature via heterogeneous distribution of nano TiBw in titanium alloy by electron beam powder bed fusion,2-s2.0-85197546002,https://www.scopus.com/record/display.url?eid=2-s2.0-85197546002&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,The high strength and ductility mechanism of Zn-0.45Mn-0.8Li alloys with heterogeneous lamellar structure,2-s2.0-85196410069,https://www.scopus.com/record/display.url?eid=2-s2.0-85196410069&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Deciphering mechanical heterogeneity of additively manufactured martensitic steel using high throughput nanoindentation combined with machine learning,2-s2.0-85203457787,https://www.scopus.com/record/display.url?eid=2-s2.0-85203457787&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Shear bands and interface-affected-zone enabled high strength and ductility in heterogeneous laminate-Cu,2-s2.0-85195801949,https://www.scopus.com/record/display.url?eid=2-s2.0-85195801949&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Potential regulation of strength-ductility by nucleation and growth mechanisms of shear bands in heterogeneous laminates,2-s2.0-85181542200,https://www.scopus.com/record/display.url?eid=2-s2.0-85181542200&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Scaled Production of Functionally Gradient Thin Films Using Slot Die Coating on a Roll-to-Roll System,2-s2.0-85185252685,https://www.scopus.com/record/display.url?eid=2-s2.0-85185252685&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Heterogeneous Microstructure Provides a Good Combination of Strength and Ductility in Duplex Stainless Steel,2-s2.0-85185669150,https://www.scopus.com/record/display.url?eid=2-s2.0-85185669150&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Mechanical Behaviors and Failure Analysis of S38C Steel with Gradient Structure Fabricated by Induction Heating and Quenching,2-s2.0-85174144948,https://www.scopus.com/record/display.url?eid=2-s2.0-85174144948&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Principles and Mechanisms of Cryomilling of Metallic Materials: Insights from Recent Studies,2-s2.0-85212847563,https://www.scopus.com/record/display.url?eid=2-s2.0-85212847563&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Effects of Ga Content on Microstructure Evolution and Mechanical Response of Heterostructured Dual-Phase Ag-49Cu Alloys,2-s2.0-85204441696,https://www.scopus.com/record/display.url?eid=2-s2.0-85204441696&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Development and performance evaluation of a multi-functional mechanical testing machine,2-s2.0-85182497111,https://www.scopus.com/record/display.url?eid=2-s2.0-85182497111&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Architectural design of advanced aluminum matrix composites: a review of recent developments,2-s2.0-85130591840,https://www.scopus.com/record/display.url?eid=2-s2.0-85130591840&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Achieving antimicrobial and superior mechanical properties in a scalable and cost-effective heterostructured stainless steel,2-s2.0-85171138565,https://www.scopus.com/record/display.url?eid=2-s2.0-85171138565&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Microstructure and fretting wear behaviour of gradient-structured Cu sheets prepared by plastic flow machining,2-s2.0-85164693680,https://www.scopus.com/record/display.url?eid=2-s2.0-85164693680&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Advancing High-Performance Metal Matrix Composites: Uniting Nature’s Design and Engineering Innovation,2-s2.0-85172931277,https://www.scopus.com/record/display.url?eid=2-s2.0-85172931277&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Combining multiscale structure and TRIP effect to enhance room temperature tensile properties of 304 stainless steel by cryogenic cyclic plastic strengthening,2-s2.0-85161010800,https://www.scopus.com/record/display.url?eid=2-s2.0-85161010800&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,A novel high-entropy alloy with exceptional strength and elongation via bimodal grains and lamellar nano-precipitates,2-s2.0-85150854563,https://www.scopus.com/record/display.url?eid=2-s2.0-85150854563&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Synergistic Strengthening of Dislocation and Heterodeformation Induced in Gradient Nanograined Copper Film: A Molecular Dynamics Study,2-s2.0-85146849313,https://www.scopus.com/record/display.url?eid=2-s2.0-85146849313&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Atomistic tensile deformation mechanisms in a CrCoNi medium-entropy alloy with gradient nano-grained structure at cryogenic temperature,2-s2.0-85146496444,https://www.scopus.com/record/display.url?eid=2-s2.0-85146496444&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Heterostructured Materials by Severe Plastic Deformation: Overview and Perspectives,2-s2.0-85171200267,https://www.scopus.com/record/display.url?eid=2-s2.0-85171200267&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Development of High Strength and High Thermal Conductivity Semi-Solid Magnesium Alloy by Thixomolding Process,2-s2.0-85170566743,https://www.scopus.com/record/display.url?eid=2-s2.0-85170566743&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,High deposition rate powder- and wire-based laser directed energy deposition of metallic materials: A review,2-s2.0-85137158605,https://www.scopus.com/record/display.url?eid=2-s2.0-85137158605&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Effect of layered heterogeneous microstructure design on the mechanical behavior of medium carbon steel,2-s2.0-85135387628,https://www.scopus.com/record/display.url?eid=2-s2.0-85135387628&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,"Heterostructured stainless steel: Properties, current trends, and future perspectives",2-s2.0-85134588352,https://www.scopus.com/record/display.url?eid=2-s2.0-85134588352&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Extraordinary Strain Hardening by Gradient Structure. Heterostructured Materials,2-s2.0-85120771959,https://www.scopus.com/record/display.url?eid=2-s2.0-85120771959&origin=resultslist,Tailoring heterogeneous microstructure in a high-strength low-alloy steel for enhanced strength-toughness balance,2-s2.0-85120790405,https://www.scopus.com/record/display.url?eid=2-s2.0-85120790405&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-84984979653,https://www.scopus.com/record/display.url?eid=2-s2.0-84984979653&origin=resultslist,Enhancement of the Sub-Band-Gap Photoconductivity in ZnO Nanowires through Surface Functionalization with Carbon Nanodots,2-s2.0-85041203318,https://www.scopus.com/record/display.url?eid=2-s2.0-85041203318&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-84984979653,https://www.scopus.com/record/display.url?eid=2-s2.0-84984979653&origin=resultslist,Novel approaches towards highly selective self-powered gas sensors,2-s2.0-84985011701,https://www.scopus.com/record/display.url?eid=2-s2.0-84985011701&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Influence of gradient structure volume fraction on the mechanical properties of pure copper,2-s2.0-85181542161,https://www.scopus.com/record/display.url?eid=2-s2.0-85181542161&origin=resultslist,Inhibitory effect of low-angle grain boundaries on the creep behavior of gradient nano-grained Cu: A molecular dynamics study,2-s2.0-85208987669,https://www.scopus.com/record/display.url?eid=2-s2.0-85208987669&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Influence of gradient structure volume fraction on the mechanical properties of pure copper,2-s2.0-85181542161,https://www.scopus.com/record/display.url?eid=2-s2.0-85181542161&origin=resultslist,Process and mechanism of gradient structural pure copper sheets prepared by extrusion machining,2-s2.0-85209117713,https://www.scopus.com/record/display.url?eid=2-s2.0-85209117713&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Influence of gradient structure volume fraction on the mechanical properties of pure copper,2-s2.0-85181542161,https://www.scopus.com/record/display.url?eid=2-s2.0-85181542161&origin=resultslist,Gradient structured Al alloy with a synergistic improvement of strength-ductility obtained by friction stir processing,2-s2.0-85206208360,https://www.scopus.com/record/display.url?eid=2-s2.0-85206208360&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Influence of gradient structure volume fraction on the mechanical properties of pure copper,2-s2.0-85181542161,https://www.scopus.com/record/display.url?eid=2-s2.0-85181542161&origin=resultslist,Shear bands and interface-affected-zone enabled high strength and ductility in heterogeneous laminate-Cu,2-s2.0-85195801949,https://www.scopus.com/record/display.url?eid=2-s2.0-85195801949&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Influence of gradient structure volume fraction on the mechanical properties of pure copper,2-s2.0-85181542161,https://www.scopus.com/record/display.url?eid=2-s2.0-85181542161&origin=resultslist,Potential regulation of strength-ductility by nucleation and growth mechanisms of shear bands in heterogeneous laminates,2-s2.0-85181542200,https://www.scopus.com/record/display.url?eid=2-s2.0-85181542200&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Dynamic shear deformation of a CrCoNi medium-entropy alloy with heterogeneous grain structures,2-s2.0-85141881730,https://www.scopus.com/record/display.url?eid=2-s2.0-85141881730&origin=resultslist,Dynamic deformation behavior of single phase VNbTa medium-entropy alloys,2-s2.0-85194537298,https://www.scopus.com/record/display.url?eid=2-s2.0-85194537298&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Dynamic shear deformation of a CrCoNi medium-entropy alloy with heterogeneous grain structures,2-s2.0-85141881730,https://www.scopus.com/record/display.url?eid=2-s2.0-85141881730&origin=resultslist,Ultrastrong and ductile NiFeCrAlV complex-concentrated alloy via dual-morphology brittle intermetallic compound,2-s2.0-85183884644,https://www.scopus.com/record/display.url?eid=2-s2.0-85183884644&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Dynamic shear deformation of a CrCoNi medium-entropy alloy with heterogeneous grain structures,2-s2.0-85141881730,https://www.scopus.com/record/display.url?eid=2-s2.0-85141881730&origin=resultslist,"Effect of Ti and Cu addition on microstructure, mechanical property and strengthening mechanism of nanocrystalline FeCrV-based MCAs",2-s2.0-85166020309,https://www.scopus.com/record/display.url?eid=2-s2.0-85166020309&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Dynamic shear deformation of a CrCoNi medium-entropy alloy with heterogeneous grain structures,2-s2.0-85141881730,https://www.scopus.com/record/display.url?eid=2-s2.0-85141881730&origin=resultslist,Influence of annealing temperatures on the microstructure and deformation behavior of a CrCoNi based medium-entropy alloy,2-s2.0-85163777018,https://www.scopus.com/record/display.url?eid=2-s2.0-85163777018&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Dynamic shear deformation of a CrCoNi medium-entropy alloy with heterogeneous grain structures,2-s2.0-85141881730,https://www.scopus.com/record/display.url?eid=2-s2.0-85141881730&origin=resultslist,Effects of Annealing Temperatures on Mechanical Behavior and Penetration Characteristics of FeNiCoCr High-Entropy Alloys,2-s2.0-85141860186,https://www.scopus.com/record/display.url?eid=2-s2.0-85141860186&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-85198614143,https://www.scopus.com/record/display.url?eid=2-s2.0-85198614143&origin=resultslist,Metal nanoparticles decorated two-dimensional nanosheets as heterogeneous catalysts for coupling reactions,2-s2.0-85143795912,https://www.scopus.com/record/display.url?eid=2-s2.0-85143795912&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,CdS/TiO 2  nano hybrid heterostructured materials for superior hydrogen production and gas sensor applications,2-s2.0-85182164680,https://www.scopus.com/record/display.url?eid=2-s2.0-85182164680&origin=resultslist,The synthesis of VO2(B) ultrathin nanosheets array and effects of optical radiation on room temperature NO2 gas sensing performance,2-s2.0-85182187621,https://www.scopus.com/record/display.url?eid=2-s2.0-85182187621&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Recent progress in heterostructured materials for room-temperature sodium-sulfur batteries,2-s2.0-85204763871,https://www.scopus.com/record/display.url?eid=2-s2.0-85204763871&origin=resultslist,The interfacial engineering of seaurchin-like CoP/Ni2P heterostructure for highly efficient alkaline hydrogen evolution,2-s2.0-85204779390,https://www.scopus.com/record/display.url?eid=2-s2.0-85204779390&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,"Eds. Heterostructured materials - novel materials with unprecedented mechanical properties, 1st ed",2-s2.0-85212861915,https://www.scopus.com/record/display.url?eid=2-s2.0-85212861915&origin=resultslist,Damage tolerant fatigue behavior of laminated metallic composites with dissimilar yield strength,2-s2.0-85212835084,https://www.scopus.com/record/display.url?eid=2-s2.0-85212835084&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Mechanical properties and deformation mechanism of Mg–Al–Zn alloy with gradient microstructure in grain size and orientation,2-s2.0-85202796376,https://www.scopus.com/record/display.url?eid=2-s2.0-85202796376&origin=resultslist,"Effect of heat treatment on the microstructure, mechanical properties and fracture behaviors of ultra-high-strength SiC/Al–Zn–Mg–Cu composites",2-s2.0-85199670780,https://www.scopus.com/record/display.url?eid=2-s2.0-85199670780&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,ZnO/sepiolite heterostructured materials for photocatalytic degradation of emerging pollutants,2-s2.0-85023619016,https://www.scopus.com/record/display.url?eid=2-s2.0-85023619016&origin=resultslist,Sepiolite nanoplatform for the simultaneous assembly of magnetite and zinc oxide nanoparticles as photocatalyst for improving removal of organic pollutants,2-s2.0-85023643830,https://www.scopus.com/record/display.url?eid=2-s2.0-85023643830&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Heterostructured Materials: A New Paradigm for Superior Mechanical Properties,2-s2.0-85096301522,https://www.scopus.com/record/display.url?eid=2-s2.0-85096301522&origin=resultslist,Earthicle and Its Discontents: A Historical Critical Review of Iron (Oxide) Particles Singly and Doubly Shelled with Silica and/or Carbon,2-s2.0-85096308084,https://www.scopus.com/record/display.url?eid=2-s2.0-85096308084&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-85138401879,https://www.scopus.com/record/display.url?eid=2-s2.0-85138401879&origin=resultslist,"Theoretical aspects of sulfide and selenides: Structure, point defects, and electronic structure modifications",2-s2.0-85138409255,https://www.scopus.com/record/display.url?eid=2-s2.0-85138409255&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,"Perspective and Overview, Heterostructured Materials: Novel Materials with Unprecedented Mechanical Properties",2-s2.0-85209127192,https://www.scopus.com/record/display.url?eid=2-s2.0-85209127192&origin=resultslist,Achieving strength-ductility synergy of ODS-FeCrAl alloys via heterostructured strategy,2-s2.0-85209080129,https://www.scopus.com/record/display.url?eid=2-s2.0-85209080129&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,Heterostructured Lamella structure Unites ultrafine-grain strength with coarse-grain ductility,2-s2.0-85185829719,https://www.scopus.com/record/display.url?eid=2-s2.0-85185829719&origin=resultslist,Influence of ultrasonic surface rolling on tensile properties of high carbon low alloy quenching-partitioning-tempering steel,2-s2.0-85185827481,https://www.scopus.com/record/display.url?eid=2-s2.0-85185827481&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-85137874285,https://www.scopus.com/record/display.url?eid=2-s2.0-85137874285&origin=resultslist,Investigation on the Fatigue Crack Propagation of Medium-Entropy Alloys with Heterogeneous Microstructures,2-s2.0-85137910137,https://www.scopus.com/record/display.url?eid=2-s2.0-85137910137&origin=resultslist
